순서,전력,일시,습도(%),중하층운량(10분위),운형(운형약어)
616,106,2020-02-12 3:00,43,7,Sc
617,107,2020-02-12 4:00,52,8,Sc
618,104,2020-02-12 5:00,50,8,Sc
619,107,2020-02-12 6:00,48,8,St
620,105,2020-02-12 7:00,55,8,St
621,110,2020-02-12 8:00,60,8,St
622,114,2020-02-12 9:00,62,8,St
623,120,2020-02-12 10:00,74,8,St
624,129,2020-02-12 11:00,77,8,St
625,137,2020-02-12 12:00,90,8,St
626,133,2020-02-12 13:00,92,8,St
627,136,2020-02-12 14:00,93,8,St
628,126,2020-02-12 15:00,95,8,St
629,151,2020-02-12 16:00,96,8,St
630,131,2020-02-12 17:00,95,7,Sc
631,126,2020-02-12 18:00,96,10,St
632,127,2020-02-12 19:00,96,8,St
633,130,2020-02-12 20:00,97,8,St
634,128,2020-02-12 21:00,96,8,St
635,121,2020-02-12 22:00,97,9,Sc
636,118,2020-02-12 23:00,97,10,Cb
637,84,2020-02-13 0:00,97,10,St
638,137,2020-02-13 1:00,101,10,St
639,108,2020-02-13 2:00,96,7,Cb
640,107,2020-02-13 3:00,97,10,Cb
641,104,2020-02-13 4:00,97,10,Cb
642,106,2020-02-13 5:00,97,10,St
643,104,2020-02-13 6:00,97,10,Cb
644,104,2020-02-13 7:00,97,10,Cb
645,108,2020-02-13 8:00,97,10,Cb
646,110,2020-02-13 9:00,97,9,St
647,118,2020-02-13 10:00,97,8,St
648,122,2020-02-13 11:00,91,6,St
649,121,2020-02-13 12:00,80,7,St
650,126,2020-02-13 13:00,75,6,St
651,129,2020-02-13 14:00,81,9,St
652,124,2020-02-13 15:00,80,9,St
653,127,2020-02-13 16:00,84,9,St
654,104,2020-02-13 17:00,84,9,St
655,127,2020-02-13 18:00,85,9,Sc
656,147,2020-02-13 19:00,86,9,Cb
657,121,2020-02-13 20:00,85,9,Cb
658,136,2020-02-13 21:00,86,10,St
659,117,2020-02-13 22:00,86,8,Cb
660,116,2020-02-13 23:00,86,10,Cb
661,83,2020-02-14 0:00,87,10,St
662,141,2020-02-14 1:00,89,9,Cb
663,97,2020-02-14 2:00,90,9,Cb
664,106,2020-02-14 3:00,90,10,St
665,103,2020-02-14 4:00,90,10,St
666,103,2020-02-14 5:00,92,0,Ci
667,102,2020-02-14 6:00,92,0,Ci
668,105,2020-02-14 7:00,91,0,Ci
669,106,2020-02-14 8:00,92,0,Ci
670,109,2020-02-14 9:00,86,0,Cb
671,116,2020-02-14 10:00,73,0,Cb
672,121,2020-02-14 11:00,65,0,Cb
673,118,2020-02-14 12:00,62,0,Cb
674,119,2020-02-14 13:00,58,0,Cb
675,119,2020-02-14 14:00,56,0,Cb
676,117,2020-02-14 15:00,64,0,Cb
677,118,2020-02-14 16:00,64,0,Cb
678,122,2020-02-14 17:00,66,0,Cb
679,112,2020-02-14 18:00,73,0,Cb
680,117,2020-02-14 19:00,82,0,Cb
681,111,2020-02-14 20:00,101,0,Cb
682,108,2020-02-14 21:00,80,0,Cb
683,103,2020-02-14 22:00,79,0,Cb
684,112,2020-02-14 23:00,87,0,Cb
685,79,2020-02-15 0:00,89,0,Ci
686,130,2020-02-15 1:00,90,0,Cb
687,102,2020-02-15 2:00,83,0,Cb
688,102,2020-02-15 3:00,90,0,Ci
689,99,2020-02-15 4:00,75,0,Ci
690,100,2020-02-15 5:00,71,0,Ci
691,100,2020-02-15 6:00,87,0,Cb
692,99,2020-02-15 7:00,79,0,Cb
693,104,2020-02-15 8:00,76,0,Cb
694,104,2020-02-15 9:00,66,0,Ci
695,105,2020-02-15 10:00,55,0,Cb
696,97,2020-02-15 11:00,46,0,Cb
697,96,2020-02-15 12:00,46,8,Me
698,96,2020-02-15 13:00,43,10,As
699,102,2020-02-15 14:00,44,10,As
700,103,2020-02-15 15:00,58,4,Sc
701,104,2020-02-15 16:00,55,2,Sc
702,100,2020-02-15 17:00,71,4,Sc
703,104,2020-02-15 18:00,82,4,Sc
704,104,2020-02-15 19:00,83,10,Cb
705,100,2020-02-15 20:00,87,8,St
706,107,2020-02-15 21:00,94,8,St
707,103,2020-02-15 22:00,95,7,St
708,102,2020-02-15 23:00,95,8,St
709,110.5,2020-02-16 0:00,96,8,Cb
710,97.5,2020-02-16 1:00,96,8,St
711,104,2020-02-16 2:00,96,8,St
712,98,2020-02-16 3:00,95,8,St
713,75,2020-02-16 4:00,95,8,St
714,99,2020-02-16 5:00,96,8,St
715,98,2020-02-16 6:00,96,8,St
716,101,2020-02-16 7:00,94,8,Sc
717,130.5,2020-02-16 8:00,91,7,Sc
718,102.5,2020-02-16 9:00,81,7,Sc
719,108,2020-02-16 10:00,86,7,Sc
720,106,2020-02-16 11:00,90,7,St
721,105,2020-02-16 12:00,74,6,Sc
722,112,2020-02-16 13:00,65,9,Sc
723,107,2020-02-16 14:00,101,7,Sc
724,105,2020-02-16 15:00,78,6,Sc
725,109,2020-02-16 16:00,74,6,Sc
726,107,2020-02-16 17:00,75,7,Sc
727,111,2020-02-16 18:00,76,8,Sc
728,113,2020-02-16 19:00,71,3,Sc
729,117,2020-02-16 20:00,62,8,Sc
730,116,2020-02-16 21:00,69,3,Sc
731,118,2020-02-16 22:00,69,8,Sc
732,114,2020-02-16 23:00,74,9,Sc
733,81,2020-02-17 0:00,66,9,Cb
734,133,2020-02-17 1:00,71,9,Sc
735,104,2020-02-17 2:00,74,9,Sc
736,105,2020-02-17 3:00,79,9,Sc
737,100,2020-02-17 4:00,66,9,Sc
738,100,2020-02-17 5:00,64,9,Sc
739,101,2020-02-17 6:00,73,9,Sc
740,100,2020-02-17 7:00,73,9,Sc
741,109,2020-02-17 8:00,69,9,Sc
742,110,2020-02-17 9:00,63,9,Sc
743,129,2020-02-17 10:00,61,3,Sc
744,135,2020-02-17 11:00,57,4,Sc
745,136,2020-02-17 12:00,58,8,Sc
746,128,2020-02-17 13:00,64,9,Sc
747,139,2020-02-17 14:00,60,9,Sc
748,136,2020-02-17 15:00,62,7,Sc
749,139,2020-02-17 16:00,66,8,Sc
750,136,2020-02-17 17:00,62,9,Sc
751,131,2020-02-17 18:00,64,8,Sc
752,140,2020-02-17 19:00,63,9,Sc
753,135,2020-02-17 20:00,60,7,Sc
754,137,2020-02-17 21:00,61,3,Sc
755,128,2020-02-17 22:00,64,0,Cb
756,124,2020-02-17 23:00,57,0,Cb
757,90,2020-02-18 0:00,55,1,Sc
758,146,2020-02-18 1:00,55,0,Cb
759,111,2020-02-18 2:00,54,0,Cb
760,110,2020-02-18 3:00,51,0,Cb
761,109,2020-02-18 4:00,101,0,Cb
762,108,2020-02-18 5:00,55,0,Cb
763,108,2020-02-18 6:00,57,0,Cb
764,110,2020-02-18 7:00,56,0,Cb
765,111,2020-02-18 8:00,48,0,Cb
766,117,2020-02-18 9:00,44,0,Cb
767,120,2020-02-18 10:00,39,0,Cb
768,127,2020-02-18 11:00,36,0,Cb
769,142,2020-02-18 12:00,37,0,Cb
770,135,2020-02-18 13:00,33,0,Cb
771,140,2020-02-18 14:00,38,0,Cb
772,134,2020-02-18 15:00,40,0,Cb
773,135,2020-02-18 16:00,41,0,Cb
774,105,2020-02-18 17:00,42,0,Cb
775,139,2020-02-18 18:00,42,0,Cb
776,136,2020-02-18 19:00,50,0,Cb
777,140,2020-02-18 20:00,54,0,Cb
778,139,2020-02-18 21:00,56,0,Cb
779,166,2020-02-18 22:00,59,0,Cb
780,123,2020-02-18 23:00,58,0,Cb
781,91,2020-02-19 0:00,62,0,Cb
782,127,2020-02-19 1:00,63,2,Cb
783,137,2020-02-19 2:00,63,4,Cb
784,111,2020-02-19 3:00,62,0,Cb
785,113,2020-02-19 4:00,63,7,Sc
786,109,2020-02-19 5:00,64,7,Sc
787,111,2020-02-19 6:00,64,9,Sc
788,111,2020-02-19 7:00,64,9,Sc
789,114,2020-02-19 8:00,63,9,Sc
790,119,2020-02-19 9:00,61,9,Sc
791,127,2020-02-19 10:00,57,9,Sc
792,130,2020-02-19 11:00,52,9,Sc
793,134,2020-02-19 12:00,47,9,Sc
794,133,2020-02-19 13:00,45,9,Sc
795,137,2020-02-19 14:00,45,9,Sc
796,137,2020-02-19 15:00,50,7,Sc
797,139,2020-02-19 16:00,49,2,Sc
798,142,2020-02-19 17:00,56,9,Sc
799,139,2020-02-19 18:00,62,9,Sc
800,137,2020-02-19 19:00,65,8,Cb
801,141,2020-02-19 20:00,69,8,Cb
802,140,2020-02-19 21:00,69,8,Sc
803,130,2020-02-19 22:00,71,2,Cb
804,124,2020-02-19 23:00,101,3,Cb
805,91,2020-02-20 0:00,68,2,Cb
806,146,2020-02-20 1:00,80,2,Cb
807,113,2020-02-20 2:00,78,3,Cb
808,118,2020-02-20 3:00,76,2,Sc
809,112,2020-02-20 4:00,79,8,Sc
810,107,2020-02-20 5:00,75,3,Sc
811,107,2020-02-20 6:00,75,0,Ci
812,101,2020-02-20 7:00,79,2,Sc
813,133,2020-02-20 8:00,79,0,Cb
814,107,2020-02-20 9:00,86,1,Sc
815,120,2020-02-20 10:00,78,1,Sc
816,139,2020-02-20 11:00,65,0,Cb
817,137,2020-02-20 12:00,58,0,Cb
818,135,2020-02-20 13:00,58,0,Cb
819,136,2020-02-20 14:00,60,0,Cb
820,132,2020-02-20 15:00,60,0,Cb
821,136,2020-02-20 16:00,60,0,Cb
822,135,2020-02-20 17:00,64,0,Ci
823,132,2020-02-20 18:00,69,0,Ci
824,138,2020-02-20 19:00,75,0,Cb
825,141,2020-02-20 20:00,78,0,Cb
826,133,2020-02-20 21:00,79,0,Cb
827,131,2020-02-20 22:00,101,0,Cb
828,134,2020-02-20 23:00,81,1,Cb
829,122.5,2020-02-21 0:00,82,0,Cb
830,105.5,2020-02-21 1:00,82,5,Cb
831,114,2020-02-21 2:00,82,9,Cb
832,112,2020-02-21 3:00,89,0,Ci
833,110,2020-02-21 4:00,90,0,Ci
834,91.5,2020-02-21 5:00,87,0,Ci
835,117.5,2020-02-21 6:00,83,0,Ci
836,110,2020-02-21 7:00,86,0,Ci
837,106,2020-02-21 8:00,87,2,Ac
838,110,2020-02-21 9:00,72,0,Ci
839,120,2020-02-21 10:00,62,2,Ac
840,166,2020-02-21 11:00,56,4,Ac
841,131,2020-02-21 12:00,56,5,Ac
842,126,2020-02-21 13:00,47,4,Sc
843,129,2020-02-21 14:00,47,4,Sc
844,124,2020-02-21 15:00,48,3,Sc
845,119,2020-02-21 16:00,54,7,Sc
846,123,2020-02-21 17:00,63,7,Sc
847,117,2020-02-21 18:00,64,4,Sc
848,120,2020-02-21 19:00,65,6,Sc
849,122,2020-02-21 20:00,74,6,Sc
850,116,2020-02-21 21:00,83,8,St
851,115,2020-02-21 22:00,91,8,St
852,110,2020-02-21 23:00,92,6,St
853,83,2020-02-22 0:00,92,8,St
854,118,2020-02-22 1:00,94,5,St
855,116,2020-02-22 2:00,91,8,St
856,100,2020-02-22 3:00,89,8,Sc
857,99,2020-02-22 4:00,89,7,Sc
858,99,2020-02-22 5:00,87,6,Sc
859,101,2020-02-22 6:00,82,3,Sc
860,100,2020-02-22 7:00,82,0,Cb
861,99,2020-02-22 8:00,85,8,Sc
862,101,2020-02-22 9:00,84,6,Sc
863,98,2020-02-22 10:00,75,3,Sc
864,98,2020-02-22 11:00,72,8,Sc
865,95,2020-02-22 12:00,101,5,Sc
866,100,2020-02-22 13:00,57,3,Sc
867,92,2020-02-22 14:00,45,2,Sc
868,99,2020-02-22 15:00,53,3,Sc
869,97,2020-02-22 16:00,45,2,Sc
870,104,2020-02-22 17:00,44,1,Sc
871,104,2020-02-22 18:00,49,0,Cb
872,110,2020-02-22 19:00,53,0,Cb
873,109,2020-02-22 20:00,58,0,Cb
874,112,2020-02-22 21:00,62,4,Sc
875,109,2020-02-22 22:00,62,0,Cb
876,110,2020-02-22 23:00,64,0,Cb
877,103,2020-02-23 0:00,65,0,Cb
878,103,2020-02-23 1:00,63,0,Cb
879,102,2020-02-23 2:00,63,0,Cb
880,102,2020-02-23 3:00,63,0,Cb
881,100,2020-02-23 4:00,59,0,Cb
882,99,2020-02-23 5:00,57,0,Cb
883,101,2020-02-23 6:00,60,0,Cb
884,98,2020-02-23 7:00,59,0,Cb
885,101,2020-02-23 8:00,56,0,Cb
886,101,2020-02-23 9:00,50,0,Cb
887,96,2020-02-23 10:00,43,0,Cb
888,93,2020-02-23 11:00,42,0,Cb
889,92,2020-02-23 12:00,40,0,Cb
890,79,2020-02-23 13:00,40,0,Cb
891,94,2020-02-23 14:00,37,0,Cb
892,96,2020-02-23 15:00,44,0,Cb
893,102,2020-02-23 16:00,45,0,Cb
894,114,2020-02-23 17:00,48,0,Ci
895,122.5,2020-02-23 18:00,52,0,Cb
896,84.5,2020-02-23 19:00,56,0,Cb
897,117,2020-02-23 20:00,61,0,Cb
898,112,2020-02-23 21:00,63,0,Cb
899,111,2020-02-23 22:00,68,0,Cb
900,126,2020-02-23 23:00,70,0,Cb
901,92,2020-02-24 0:00,70,7,Cb
902,126,2020-02-24 1:00,70,9,Cb
903,102,2020-02-24 2:00,68,9,Cb
904,97,2020-02-24 3:00,101,0,Cb
905,89,2020-02-24 4:00,65,0,Cb
906,108,2020-02-24 5:00,64,2,Sc
907,98,2020-02-24 6:00,63,5,Sc
908,99,2020-02-24 7:00,61,8,Sc
909,103,2020-02-24 8:00,60,2,Sc
910,109,2020-02-24 9:00,56,6,Sc
911,113,2020-02-24 10:00,51,1,Sc
912,121,2020-02-24 11:00,51,0,Ci
913,126,2020-02-24 12:00,53,0,Ci
914,121,2020-02-24 13:00,52,0,Ci
915,125,2020-02-24 14:00,58,0,Ci
916,125,2020-02-24 15:00,51,0,Ci
917,119,2020-02-24 16:00,50,0,Cs
918,125,2020-02-24 17:00,56,0,Ci
919,127,2020-02-24 18:00,62,0,Ci
920,112,2020-02-24 19:00,67,8,Cb
921,139,2020-02-24 20:00,69,7,Cb
922,122,2020-02-24 21:00,65,0,Ci
923,119,2020-02-24 22:00,62,9,Cb
924,113,2020-02-24 23:00,71,9,Cb
925,85,2020-02-25 0:00,66,4,Cb
926,134,2020-02-25 1:00,71,5,St
927,106,2020-02-25 2:00,84,7,St
928,103,2020-02-25 3:00,88,7,St
929,104,2020-02-25 4:00,86,7,St
930,103,2020-02-25 5:00,85,7,St
931,103,2020-02-25 6:00,81,7,St
932,101,2020-02-25 7:00,83,8,St
933,104,2020-02-25 8:00,88,7,St
934,109,2020-02-25 9:00,92,7,St
935,113,2020-02-25 10:00,93,7,St
936,133,2020-02-25 11:00,93,5,St
937,134,2020-02-25 12:00,90,5,Sc
938,137,2020-02-25 13:00,87,8,Sc
939,134,2020-02-25 14:00,84,8,Sc
940,131,2020-02-25 15:00,73,3,Sc
941,131,2020-02-25 16:00,70,3,Sc
942,131,2020-02-25 17:00,66,6,Sc
943,121,2020-02-25 18:00,101,4,Sc
944,118,2020-02-25 19:00,61,3,Cb
945,118,2020-02-25 20:00,65,2,Cb
946,115,2020-02-25 21:00,67,3,Sc
947,114,2020-02-25 22:00,66,0,Cb
948,116,2020-02-25 23:00,66,0,Cb
949,117,2020-02-26 0:00,67,0,Cb
950,96,2020-02-26 1:00,71,0,Cb
951,106,2020-02-26 2:00,72,0,Cb
952,101,2020-02-26 3:00,75,0,Cb
953,102,2020-02-26 4:00,75,0,Cb
954,103,2020-02-26 5:00,74,6,Sc
955,102,2020-02-26 6:00,75,8,Sc
956,111.5,2020-02-26 7:00,76,8,Sc
957,86.5,2020-02-26 8:00,77,3,Sc
958,102,2020-02-26 9:00,68,0,Cb
959,107,2020-02-26 10:00,65,0,Cb
960,111,2020-02-26 11:00,60,0,Cb
961,109,2020-02-26 12:00,52,1,Sc
962,136,2020-02-26 13:00,48,7,Sc
963,113,2020-02-26 14:00,57,8,Sc
964,115,2020-02-26 15:00,52,5,Sc
965,109,2020-02-26 16:00,52,1,Sc
966,118,2020-02-26 17:00,66,2,Sc
967,118,2020-02-26 18:00,71,1,Sc
968,118,2020-02-26 19:00,73,0,Cb
969,122,2020-02-26 20:00,78,0,Cb
970,123,2020-02-26 21:00,70,3,Sc
971,91,2020-02-26 22:00,70,0,Cb
972,146,2020-02-26 23:00,71,0,Cb
973,83,2020-02-27 0:00,73,0,Ci
974,134,2020-02-27 1:00,73,0,Cb
975,105,2020-02-27 2:00,74,0,Cb
976,106,2020-02-27 3:00,76,4,Sc
977,102,2020-02-27 4:00,79,0,Cb
978,101,2020-02-27 5:00,81,0,Cb
979,102,2020-02-27 6:00,81,0,Cb
980,101,2020-02-27 7:00,82,2,Sc
981,107,2020-02-27 8:00,80,0,Cb
982,104,2020-02-27 9:00,101,0,Cb
983,112,2020-02-27 10:00,64,0,Cb
984,108,2020-02-27 11:00,60,4,Sc
985,113,2020-02-27 12:00,58,6,Sc
986,109,2020-02-27 13:00,51,3,Sc
987,108,2020-02-27 14:00,50,2,Sc
988,110,2020-02-27 15:00,50,1,Sc
989,118,2020-02-27 16:00,53,0,Cb
990,121,2020-02-27 17:00,52,0,Cb
991,125,2020-02-27 18:00,57,0,Cb
992,124,2020-02-27 19:00,60,0,Cb
993,129,2020-02-27 20:00,63,0,Cb
994,123,2020-02-27 21:00,63,0,Cb
995,116,2020-02-27 22:00,73,0,Cb
996,114,2020-02-27 23:00,69,1,Cb
997,109.5,2020-02-28 0:00,67,0,Cb
998,105.5,2020-02-28 1:00,66,2,Cb
999,101,2020-02-28 2:00,67,4,Cb
1000,98,2020-02-28 3:00,70,10,As
1001,100,2020-02-28 4:00,71,10,As
1002,101,2020-02-28 5:00,75,10,As
1003,101,2020-02-28 6:00,73,10,As
1004,100,2020-02-28 7:00,72,10,As
1005,106,2020-02-28 8:00,75,2,Sc
1006,105,2020-02-28 9:00,75,3,Sc
1007,115,2020-02-28 10:00,77,7,Sc
1008,116,2020-02-28 11:00,80,8,St
1009,121,2020-02-28 12:00,89,8,St
1010,118,2020-02-28 13:00,91,8,St
1011,124,2020-02-28 14:00,91,7,St
1012,115,2020-02-28 15:00,92,8,St
1013,127,2020-02-28 16:00,90,8,Sc
1014,124,2020-02-28 17:00,89,7,Sc
1015,121,2020-02-28 18:00,90,8,St
1016,116,2020-02-28 19:00,92,8,St
1017,126,2020-02-28 20:00,101,8,St
1018,83,2020-02-28 21:00,95,10,St
1019,109,2020-02-28 22:00,96,10,St
1020,103,2020-02-28 23:00,96,10,St
1021,106,2020-02-29 0:00,96,10,Cb
1022,100,2020-02-29 1:00,97,10,St
1023,123,2020-02-29 2:00,97,10,Cb
1024,96,2020-02-29 3:00,97,10,St
1025,100,2020-02-29 4:00,97,10,St
1026,104,2020-02-29 5:00,97,10,St
1027,100,2020-02-29 6:00,96,9,Sc
1028,101,2020-02-29 7:00,96,9,Sc
1029,99,2020-02-29 8:00,96,9,Sc
1030,100,2020-02-29 9:00,93,3,Sc
1031,95,2020-02-29 10:00,74,0,Ci
1032,91,2020-02-29 11:00,64,1,Sc
1033,91,2020-02-29 12:00,63,1,Sc
1034,87,2020-02-29 13:00,60,1,Sc
1035,92,2020-02-29 14:00,59,2,Sc
1036,89,2020-02-29 15:00,59,1,Sc
1037,90,2020-02-29 16:00,61,0,Cb
1038,100,2020-02-29 17:00,66,0,Cb
1039,104,2020-02-29 18:00,73,0,Cb
1040,106,2020-02-29 19:00,77,0,Cb
1041,103,2020-02-29 20:00,79,0,Cb
1042,108,2020-02-29 21:00,85,0,Cb
1043,102,2020-02-29 22:00,89,0,Cb
1044,106,2020-02-29 23:00,88,0,Cb
1045,75,2020-03-01 0:00,84,0,Cb
1046,122,2020-03-01 1:00,85,0,Cb
1047,94,2020-03-01 2:00,89,4,Cb
1048,87,2020-03-01 3:00,91,0,Cb
1049,100,2020-03-01 4:00,92,0,Cb
1050,91,2020-03-01 5:00,93,0,Cb
1051,93,2020-03-01 6:00,94,10,Cb
1052,96,2020-03-01 7:00,95,9,Sc
1053,96,2020-03-01 8:00,96,9,Sc
1054,96,2020-03-01 9:00,95,9,Sc
1055,99,2020-03-01 10:00,91,9,Sc
1056,92,2020-03-01 11:00,101,9,Sc
1057,92,2020-03-01 12:00,72,9,Sc
1058,96,2020-03-01 13:00,77,9,Sc
1059,101,2020-03-01 14:00,73,9,Sc
1060,100,2020-03-01 15:00,74,9,Sc
1061,98,2020-03-01 16:00,81,9,Sc
1062,101,2020-03-01 17:00,76,9,Sc
1063,98,2020-03-01 18:00,80,9,Sc
1064,100,2020-03-01 19:00,82,9,Cb
1065,101,2020-03-01 20:00,81,2,Cb
1066,103,2020-03-01 21:00,87,10,St
1067,104,2020-03-01 22:00,87,7,Sc
1068,101,2020-03-01 23:00,78,8,Sc
1069,102,2020-03-02 0:00,80,5,Cb
1070,96,2020-03-02 1:00,79,0,Cb
1071,96,2020-03-02 2:00,81,0,Cb
1072,97,2020-03-02 3:00,74,0,Cb
1073,88,2020-03-02 4:00,73,0,Cb
1074,96,2020-03-02 5:00,71,0,Cb
1075,95,2020-03-02 6:00,69,0,Cb
1076,97,2020-03-02 7:00,68,0,Cb
1077,99,2020-03-02 8:00,65,0,Cb
1078,110,2020-03-02 9:00,57,0,Cb
1079,79,2020-03-02 10:00,51,2,Sc
1080,111,2020-03-02 11:00,49,0,Cb
1081,110,2020-03-02 12:00,46,0,Cb
1082,109,2020-03-02 13:00,44,0,Cb
1083,107,2020-03-02 14:00,42,0,Cb
1084,137,2020-03-02 15:00,44,0,Cb
1085,108,2020-03-02 16:00,44,0,Cb
1086,120,2020-03-02 17:00,46,0,Ci
1087,118,2020-03-02 18:00,53,0,Ci
1088,121,2020-03-02 19:00,55,3,Cb
1089,116,2020-03-02 20:00,58,7,Cb
1090,118,2020-03-02 21:00,61,0,Ci
1091,114,2020-03-02 22:00,61,3,Cb
1092,112,2020-03-02 23:00,101,0,Cb
1093,79,2020-03-03 0:00,66,0,Cb
1094,129,2020-03-03 1:00,66,0,Cb
1095,97,2020-03-03 2:00,68,6,Cb
1096,90,2020-03-03 3:00,69,7,Ac
1097,109,2020-03-03 4:00,70,7,Ac
1098,99,2020-03-03 5:00,73,6,Ac
1099,101,2020-03-03 6:00,75,6,Ac
1100,99,2020-03-03 7:00,76,3,Ac
1101,105,2020-03-03 8:00,71,0,Ci
1102,103,2020-03-03 9:00,58,0,Ci
1103,110,2020-03-03 10:00,51,7,Ac
1104,114,2020-03-03 11:00,49,9,Ac
1105,117,2020-03-03 12:00,45,9,Ac
1106,113,2020-03-03 13:00,51,8,Ac
1107,115,2020-03-03 14:00,54,8,Ac
1108,117,2020-03-03 15:00,46,2,Sc
1109,123,2020-03-03 16:00,49,9,Sc
1110,122,2020-03-03 17:00,59,3,Ac
1111,117,2020-03-03 18:00,69,2,Ac
1112,116,2020-03-03 19:00,72,1,Cb
1113,120,2020-03-03 20:00,73,5,Cb
1114,83,2020-03-03 21:00,75,6,Ac
1115,134,2020-03-03 22:00,73,0,Cb
1116,106,2020-03-03 23:00,71,3,Cb
1117,105.5,2020-03-04 0:00,71,8,Cb
1118,93.5,2020-03-04 1:00,73,7,Cb
1119,100,2020-03-04 2:00,75,9,Cb
1120,97,2020-03-04 3:00,79,5,Sc
1121,99,2020-03-04 4:00,77,6,Sc
1122,102,2020-03-04 5:00,71,0,Ci
1123,99,2020-03-04 6:00,70,0,Cb
1124,104,2020-03-04 7:00,73,2,Sc
1125,106,2020-03-04 8:00,71,3,Sc
1126,110,2020-03-04 9:00,59,6,Sc
1127,112,2020-03-04 10:00,55,4,Sc
1128,109,2020-03-04 11:00,51,6,Sc
1129,112,2020-03-04 12:00,47,7,Sc
1130,113,2020-03-04 13:00,47,8,Sc
1131,115,2020-03-04 14:00,45,6,Sc
1132,115,2020-03-04 15:00,54,3,Sc
1133,119.5,2020-03-04 16:00,54,7,Sc
1134,114.5,2020-03-04 17:00,55,3,Sc
1135,121,2020-03-04 18:00,58,8,Sc
1136,125,2020-03-04 19:00,56,8,Cb
1137,131,2020-03-04 20:00,101,6,Cb
1138,122,2020-03-04 21:00,59,3,Sc
1139,126.5,2020-03-04 22:00,63,0,Cb
1140,85.5,2020-03-04 23:00,61,0,Cb
1141,110,2020-03-05 0:00,61,0,Cb
1142,106,2020-03-05 1:00,62,0,Cb
1143,104,2020-03-05 2:00,61,0,Cb
1144,103,2020-03-05 3:00,61,0,Cb
1145,128,2020-03-05 4:00,60,0,Cb
1146,102,2020-03-05 5:00,60,0,Cb
1147,102,2020-03-05 6:00,61,0,Cb
1148,103,2020-03-05 7:00,62,0,Cb
1149,108,2020-03-05 8:00,59,0,Cb
1150,111,2020-03-05 9:00,55,0,Cb
1151,111,2020-03-05 10:00,48,0,Cb
1152,110,2020-03-05 11:00,45,0,Cb
1153,113,2020-03-05 12:00,45,0,Cb
1154,109,2020-03-05 13:00,40,0,Cb
1155,111,2020-03-05 14:00,41,0,Cb
1156,111,2020-03-05 15:00,39,0,Cb
1157,116,2020-03-05 16:00,37,0,Cb
1158,126,2020-03-05 17:00,40,0,Cb
1159,121,2020-03-05 18:00,48,0,Cb
1160,127,2020-03-05 19:00,58,0,Cb
1161,126,2020-03-05 20:00,61,0,Cb
1162,124,2020-03-05 21:00,63,0,Cb
1163,120,2020-03-05 22:00,64,0,Cb
1164,116,2020-03-05 23:00,68,0,Cb
1165,86,2020-03-06 0:00,73,0,Cb
1166,138,2020-03-06 1:00,71,0,Cb
1167,107,2020-03-06 2:00,54,0,Cb
1168,106,2020-03-06 3:00,56,0,Cb
1169,106,2020-03-06 4:00,59,0,Cb
1170,95,2020-03-06 5:00,69,0,Cb
1171,112,2020-03-06 6:00,76,0,Cb
1172,107,2020-03-06 7:00,78,0,Cb
1173,109,2020-03-06 8:00,75,0,Cb
1174,110,2020-03-06 9:00,60,0,Cb
1175,115,2020-03-06 10:00,101,0,Cb
1176,113,2020-03-06 11:00,37,0,Cb
1177,115,2020-03-06 12:00,36,0,Ci
1178,112,2020-03-06 13:00,23,0,Ci
1179,113,2020-03-06 14:00,31,0,Ci
1180,114,2020-03-06 15:00,38,0,Ci
1181,114,2020-03-06 16:00,37,0,Cb
1182,126,2020-03-06 17:00,38,0,Cb
1183,122,2020-03-06 18:00,52,0,Cb
1184,123,2020-03-06 19:00,61,0,Cb
1185,125,2020-03-06 20:00,63,0,Cb
1186,123,2020-03-06 21:00,54,0,Ci
1187,119,2020-03-06 22:00,52,4,Cb
1188,118,2020-03-06 23:00,58,7,Cb
1189,104.5,2020-03-07 0:00,56,0,Cb
1190,118.5,2020-03-07 1:00,58,2,Cb
1191,110,2020-03-07 2:00,59,4,Cb
1192,105,2020-03-07 3:00,56,7,Ac
1193,106,2020-03-07 4:00,53,8,Ac
1194,100.5,2020-03-07 5:00,61,5,Ac
1195,101.5,2020-03-07 6:00,60,0,Ci
1196,104,2020-03-07 7:00,66,0,Ci
1197,103,2020-03-07 8:00,60,4,Ac
1198,104,2020-03-07 9:00,57,7,Ac
1199,102,2020-03-07 10:00,57,10,As
1200,109.5,2020-03-07 11:00,42,6,Ac
1201,96.5,2020-03-07 12:00,39,6,Ac
1202,100,2020-03-07 13:00,33,4,Ac
1203,83,2020-03-07 14:00,27,5,Ac
1204,117,2020-03-07 15:00,27,10,As
1205,96,2020-03-07 16:00,32,10,As
1206,100,2020-03-07 17:00,38,4,Ac
1207,101,2020-03-07 18:00,43,2,Ac
1208,114,2020-03-07 19:00,101,6,Cb
1209,108,2020-03-07 20:00,49,0,Cb
1210,107,2020-03-07 21:00,54,0,Cb
1211,95,2020-03-07 22:00,56,0,Cb
1212,113,2020-03-07 23:00,62,0,Cb
1213,76,2020-03-08 0:00,59,0,Cb
1214,126,2020-03-08 1:00,58,0,Cb
1215,89,2020-03-08 2:00,56,0,Cb
1216,96,2020-03-08 3:00,64,0,Cb
1217,96,2020-03-08 4:00,82,0,Cb
